Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	Assembly BioSample Accession	CheckM completeness	CheckM contamination
GCA_023375015.1	ASM2337501v1	Xanthomonas arboricola pv. pruni		IVIA 2626.1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-05-16		2							Illumina NovaSeq; PacBio RSII	SAMN19654031	98.59	0.75
GCF_023375015.1	ASM2337501v1	Xanthomonas arboricola pv. pruni		IVIA 2626.1					GCF_023375015.1-RS_2024_05_12	Complete Genome	2022-05-16		2							Illumina NovaSeq; PacBio RSII	SAMN19654031	98.59	0.75
GCA_905123915.1	ASM90512391v1	Xanthomonas arboricola					Xanthomonas sp. CPBF 1586		Annotation submitted by CIBIO-Inbio	Complete Genome	2023-11-01		1							Illumina, Minion	SAMEA7098603		
GCA_023375075.1	ASM2337507v1	Xanthomonas arboricola pv. pruni		CITA 33					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-05-16		2							Illumina NovaSeq; PacBio RSII	SAMN19686937	98.7	0.75
GCF_023375075.1	ASM2337507v1	Xanthomonas arboricola pv. pruni		CITA 33					GCF_023375075.1-RS_2024_05_06	Complete Genome	2022-05-16		2							Illumina NovaSeq; PacBio RSII	SAMN19686937	98.7	0.75
GCA_903995535.1	Xanthomonas sp. CPBF 796 hybrid assembly	Xanthomonas arboricola					Xanthomonas sp. CPBF 796		Annotation submitted by CIBIO-Inbio	Complete Genome	2023-11-01		1							Illumina, Minion	SAMEA7098608		
GCA_007724205.1	ASM772420v1	Xanthomonas arboricola		SL2098					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-07-31		1							PacBio RSII	SAMN12340781	99.01	1.38
GCF_007724205.1	ASM772420v1	Xanthomonas arboricola		SL2098					GCF_007724205.1-RS_2024_05_06	Complete Genome	2019-07-31		1							PacBio RSII	SAMN12340781	99.01	1.38
GCA_903995505.1	Xanthomonas sp. CPBF 122 hybrid assembly	Xanthomonas arboricola					Xanthomonas sp. CPBF 122		Annotation submitted by CIBIO-Inbio	Complete Genome	2023-11-01		1							Illumina, Minion	SAMEA7098500		
GCA_040201965.2	ASM4020196v2	Xanthomonas arboricola		WHRI 5708					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-09-10		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN40354551	99.66	0.91
GCF_040201965.2	ASM4020196v2	Xanthomonas arboricola		WHRI 5708					GCF_040201965.2-RS_2024_09_11	Complete Genome	2024-09-12		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN40354551	99.66	0.91
GCA_905220745.1	XA1314C	Xanthomonas arboricola		1314c			1314c		Annotation submitted by Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences	Complete Genome	2021-11-08		1								SAMEA7984671	99.77	0.57
GCF_905220745.1	XA1314C	Xanthomonas arboricola		1314c			1314c		GCF_905220745.1-RS_2024_05_06	Complete Genome	2021-11-08		1								SAMEA7984671	99.77	0.57
GCA_905220695.1	XA1311A	Xanthomonas arboricola		1311a			1311a		Annotation submitted by Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences	Complete Genome	2021-11-08		1								SAMEA7984670	99.22	1.13
GCF_905220695.1	XA1311A	Xanthomonas arboricola		1311a			1311a		GCF_905220695.1-RS_2024_05_06	Complete Genome	2021-11-08		1								SAMEA7984670	99.22	1.13
GCA_022930885.1	ASM2293088v1	Xanthomonas arboricola		YchA					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-04-12		1							Nanopore; Illumina	SAMN24618835	99.41	0.25
GCF_022930885.1	ASM2293088v1	Xanthomonas arboricola		YchA					GCF_022930885.1-RS_2024_05_12	Complete Genome	2022-04-12		1							Nanopore; Illumina	SAMN24618835	99.41	0.25
GCA_905220715.1	XAC301	Xanthomonas arboricola pv. corylina		301			301		Annotation submitted by Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences	Complete Genome	2021-08-25		2								SAMEA7984669	99.39	0.62
GCF_905220715.1	XAC301	Xanthomonas arboricola pv. corylina		301			301		GCF_905220715.1-RS_2024_05_12	Complete Genome	2021-08-25		2								SAMEA7984669	99.39	0.62
GCA_041228085.2	NCPPB935v2_ONT	Xanthomonas arboricola pv. corylina		NCPPB 935					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-09-10		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN41996496	99.64	0.69
GCF_041228085.2	NCPPB935v2_ONT	Xanthomonas arboricola pv. corylina		NCPPB 935					GCF_041228085.2-RS_2024_09_11	Complete Genome	2024-09-11		1							Illumina NovaSeq; Oxford Nanopore PromethION	SAMN41996496	99.64	0.69
GCA_023374995.1	ASM2337499v1	Xanthomonas arboricola pv. corylina		CFBP 1846					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-05-16		1							Illumina NovaSeq; PacBio RSII	SAMN19654001	99.72	0.81
GCF_023374995.1	ASM2337499v1	Xanthomonas arboricola pv. corylina		CFBP 1846					GCF_023374995.1-RS_2024_05_06	Complete Genome	2022-05-16		1							Illumina NovaSeq; PacBio RSII	SAMN19654001	99.72	0.81
GCA_905220805.1	CFBP_6600	Xanthomonas arboricola pv. corylina		CFBP 6600			K100-1		Annotation submitted by Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences	Complete Genome	2021-08-25		2								SAMEA7984668	99.39	0.62
GCF_905220805.1	CFBP_6600	Xanthomonas arboricola pv. corylina		CFBP 6600			K100-1		GCF_905220805.1-RS_2024_09_15	Complete Genome	2021-08-25		2								SAMEA7984668	99.39	0.62
GCA_018141705.1	ASM1814170v1	Xanthomonas arboricola pv. corylina		A7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-04-27		1							PacBio RSII; Illumina HiSeq	SAMN16058545	99.19	0.37
GCF_018141705.1	ASM1814170v1	Xanthomonas arboricola pv. corylina		A7					GCF_018141705.1-RS_2024_05_12	Complete Genome	2021-04-27		1							PacBio RSII; Illumina HiSeq	SAMN16058545	99.19	0.37
GCA_905220785.1	CFBP_1159	Xanthomonas arboricola pv. corylina		CFBP 1159					Annotation submitted by Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences	Complete Genome	2021-08-25		1								SAMEA7984667	98.89	0.65
GCF_905220785.1	CFBP_1159	Xanthomonas arboricola pv. corylina		CFBP 1159					GCF_905220785.1-RS_2024_05_12	Complete Genome	2021-08-25		1								SAMEA7984667	98.89	0.65
GCA_023374975.1	ASM2337497v1	Xanthomonas arboricola pv. corylina		IVIA 3978					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-05-16		2							Illumina NovaSeq; PacBio RSII	SAMN19606589	99.72	0.9
GCF_023374975.1	ASM2337497v1	Xanthomonas arboricola pv. corylina		IVIA 3978					GCF_023374975.1-RS_2024_05_06	Complete Genome	2022-05-16		2							Illumina NovaSeq; PacBio RSII	SAMN19606589	99.72	0.9
GCA_003050685.1	ASM305068v1	Xanthomonas translucens pv. undulosa		ICMP11055					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-04-13		1							Pacific Biosciences	SAMN03122553	96.08	1.71
GCF_003050685.1	ASM305068v1	Xanthomonas translucens pv. undulosa		ICMP11055					GCF_003050685.1-RS_2024_05_05	Complete Genome	2018-04-13		1							Pacific Biosciences	SAMN03122553	96.08	1.71
GCA_008365355.1	ASM836535v1	Xanthomonas translucens pv. undulosa		LW16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-09-10		1							PacBio	SAMN10823694	96.62	1.77
GCF_008365355.1	ASM836535v1	Xanthomonas translucens pv. undulosa		LW16					GCF_008365355.1-RS_2024_05_06	Complete Genome	2019-09-10		1							PacBio	SAMN10823694	96.62	1.77
GCA_021497045.1	ASM2149704v1	Xanthomonas translucens pv. undulosa		MAI5034					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-01-18		1							Oxford Nanopore GridION	SAMN23719974	95.95	1.84
GCF_021497045.1	ASM2149704v1	Xanthomonas translucens pv. undulosa		MAI5034					GCF_021497045.1-RS_2024_05_06	Complete Genome	2022-01-18		1							Oxford Nanopore GridION	SAMN23719974	95.95	1.84
GCA_008330965.1	ASM833096v1	Xanthomonas translucens pv. undulosa		P3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-09-09		1							PacBio	SAMN10823695	96.55	1.62
GCF_008330965.1	ASM833096v1	Xanthomonas translucens pv. undulosa		P3					GCF_008330965.1-RS_2024_05_06	Complete Genome	2019-09-09		1							PacBio	SAMN10823695	96.55	1.62
GCA_023221635.1	ASM2322163v1	Xanthomonas translucens pv. undulosa		Xtu-UPB513					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-05-03		2							Oxford Nanopore MinION	SAMN27671887	96.42	1.68
GCF_023221635.1	ASM2322163v1	Xanthomonas translucens pv. undulosa		Xtu-UPB513					GCF_023221635.1-RS_2024_05_12	Complete Genome	2022-05-03		2							Oxford Nanopore MinION	SAMN27671887	96.42	1.68
GCA_021903275.1	ASM2190327v1	Xanthomonas translucens pv. undulosa		CFBP 2055					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-02-03		2							PacBio Sequel	SAMN18753780	96.57	1.7
GCF_021903275.1	ASM2190327v1	Xanthomonas translucens pv. undulosa		CFBP 2055					GCF_021903275.1-RS_2024_05_06	Complete Genome	2022-02-03		2							PacBio Sequel	SAMN18753780	96.57	1.7
GCA_017301795.1	ASM1730179v1	Xanthomonas translucens pv. undulosa		XtFa1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598363	96.32	1.7
GCF_017301795.1	ASM1730179v1	Xanthomonas translucens pv. undulosa		XtFa1					GCF_017301795.1-RS_2024_05_06	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598363	96.32	1.7
GCA_017301835.1	ASM1730183v1	Xanthomonas translucens pv. undulosa		XtKm12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598361	96.23	1.74
GCF_017301835.1	ASM1730183v1	Xanthomonas translucens pv. undulosa		XtKm12					GCF_017301835.1-RS_2024_05_12	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598361	96.23	1.74
GCA_031851855.1	ASM3185185v1	Xanthomonas translucens pv. undulosa		CO237					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-09-24		1							Oxford Nanopore MinION	SAMN37413533	96.2	1.62
GCF_031851855.1	ASM3185185v1	Xanthomonas translucens pv. undulosa		CO237					GCF_031851855.1-RS_2024_05_06	Complete Genome	2023-09-24		1							Oxford Nanopore MinION	SAMN37413533	96.2	1.62
GCA_001021935.1	ASM102193v1	Xanthomonas translucens pv. undulosa		Xtu 4699					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-06-08		1							Illumina; PacBio	SAMN02797519	96.39	1.62
GCF_001021935.1	ASM102193v1	Xanthomonas translucens pv. undulosa		Xtu 4699					GCF_001021935.1-RS_2024_05_05	Complete Genome	2015-06-08		1							Illumina; PacBio	SAMN02797519	96.39	1.62
GCA_017301815.1	ASM1730181v1	Xanthomonas translucens pv. undulosa		XtKm15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-08		3							Oxford Nanopore PromethION	SAMN16598362	96.5	1.68
GCF_017301815.1	ASM1730181v1	Xanthomonas translucens pv. undulosa		XtKm15					GCF_017301815.1-RS_2024_05_06	Complete Genome	2021-03-08		3							Oxford Nanopore PromethION	SAMN16598362	96.5	1.68
GCA_017301695.1	ASM1730169v1	Xanthomonas translucens pv. translucens		Km8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598357	96.71	2.29
GCF_017301695.1	ASM1730169v1	Xanthomonas translucens pv. translucens		XtKm8					GCF_017301695.1-RS_2024_05_06	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598357	96.71	2.29
GCA_031851835.1	ASM3185183v1	Xanthomonas translucens pv. translucens		CO236					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-09-24		2							Oxford Nanopore MinION	SAMN37413364	95.17	1.79
GCF_031851835.1	ASM3185183v1	Xanthomonas translucens pv. translucens		CO236					GCF_031851835.1-RS_2024_05_12	Complete Genome	2023-09-24		2							Oxford Nanopore MinION	SAMN37413364	95.17	1.79
GCA_017301675.1	ASM1730167v1	Xanthomonas translucens pv. translucens		Km9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598358	96.89	1.91
GCF_017301675.1	ASM1730167v1	Xanthomonas translucens pv. translucens		XtKm9					GCF_017301675.1-RS_2024_05_12	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598358	96.89	1.91
GCA_017301855.1	ASM1730185v1	Xanthomonas translucens pv. translucens		XtKm34					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598360	96.91	1.94
GCF_017301855.1	ASM1730185v1	Xanthomonas translucens pv. translucens		XtKm34					GCF_017301855.1-RS_2024_05_12	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598360	96.91	1.94
GCA_022701115.1	ASM2270111v1	Xanthomonas translucens pv. translucens		CIX43					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-03-28		2							PacBio RSII	SAMN18716287	95.68	1.52
GCF_022701115.1	ASM2270111v1	Xanthomonas translucens pv. translucens		CIX43					GCF_022701115.1-RS_2024_05_06	Complete Genome	2022-03-28		2							PacBio RSII	SAMN18716287	95.68	1.52
GCA_022701135.1	ASM2270113v1	Xanthomonas translucens pv. translucens		CIX95					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-03-28		1							PacBio RSII	SAMN18716194	94.58	1.86
GCF_022701135.1	ASM2270113v1	Xanthomonas translucens pv. translucens		CIX95					GCF_022701135.1-RS_2024_05_06	Complete Genome	2022-03-28		1							PacBio RSII	SAMN18716194	94.58	1.86
GCA_017301655.1	ASM1730165v1	Xanthomonas translucens pv. translucens		XtKm33					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598359	96.48	2.09
GCF_017301655.1	ASM1730165v1	Xanthomonas translucens pv. translucens		XtKm33					GCF_017301655.1-RS_2024_05_12	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598359	96.48	2.09
GCA_017301715.1	ASM1730171v1	Xanthomonas translucens pv. translucens		Km7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598356	96.65	1.94
GCF_017301715.1	ASM1730171v1	Xanthomonas translucens pv. translucens		XtKm7					GCF_017301715.1-RS_2024_05_06	Complete Genome	2021-03-08		1							Oxford Nanopore PromethION	SAMN16598356	96.65	1.94
GCA_030582015.1	ASM3058201v1	Xanthomonas translucens		CIX207					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-08-02		1							Oxford Nanopore MiniION	SAMN21323346	95.99	1.8
GCF_030582015.1	ASM3058201v1	Xanthomonas translucens		CIX207					GCF_030582015.1-RS_2024_05_12	Complete Genome	2023-08-02		1							Oxford Nanopore MiniION	SAMN21323346	95.99	1.8
GCA_021390115.1	ASM2139011v1	Xanthomonas translucens		B8GF					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-01-08		1							PacBio	SAMN24172616	96.46	2.23
GCF_021390115.1	ASM2139011v1	Xanthomonas translucens		B8GF					GCF_021390115.1-RS_2024_05_12	Complete Genome	2022-01-08		1							PacBio	SAMN24172616	96.46	2.23
GCA_021390095.1	ASM2139009v1	Xanthomonas translucens		B1FA					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-01-08		1							PacBio	SAMN24172615	96.45	2.45
GCF_021390095.1	ASM2139009v1	Xanthomonas translucens		B1FA					GCF_021390095.1-RS_2024_05_12	Complete Genome	2022-01-08		1							PacBio	SAMN24172615	96.45	2.45
GCA_030581915.1	ASM3058191v1	Xanthomonas translucens		CIX303					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-08-02		1							Oxford Nanopore MiniION	SAMN21323348	96.45	1.68
GCF_030581915.1	ASM3058191v1	Xanthomonas translucens		CIX303					GCF_030581915.1-RS_2024_05_12	Complete Genome	2023-08-02		1							Oxford Nanopore MiniION	SAMN21323348	96.45	1.68
GCA_030582075.1	ASM3058207v1	Xanthomonas translucens		CIX162					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-08-02		1							Oxford Nanopore MiniION	SAMN21323345	95.98	1.62
GCF_030582075.1	ASM3058207v1	Xanthomonas translucens		CIX162					GCF_030582075.1-RS_2024_05_12	Complete Genome	2023-08-02		1							Oxford Nanopore MiniION	SAMN21323345	95.98	1.62
GCA_021903355.1	ASM2190335v1	Xanthomonas translucens		CFBP 8304					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN18753813	96.53	1.44
GCF_021903355.1	ASM2190335v1	Xanthomonas translucens		CFBP 8304					GCF_021903355.1-RS_2024_05_12	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN18753813	96.53	1.44
GCA_030581975.1	ASM3058197v1	Xanthomonas translucens		CIX282					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-08-02		1							Oxford Nanopore MiniION	SAMN21323347	96.22	1.57
GCF_030581975.1	ASM3058197v1	Xanthomonas translucens		CIX282					GCF_030581975.1-RS_2024_05_12	Complete Genome	2023-08-02		1							Oxford Nanopore MiniION	SAMN21323347	96.22	1.57
GCA_030582115.1	ASM3058211v1	Xanthomonas translucens		CIX40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-08-02		1							PacBio RSII	SAMN21323344	95.93	1.66
GCF_030582115.1	ASM3058211v1	Xanthomonas translucens		CIX40					GCF_030582115.1-RS_2024_05_06	Complete Genome	2023-08-02		1							PacBio RSII	SAMN21323344	95.93	1.66
GCA_021903335.1	ASM2190333v1	Xanthomonas translucens pv. cerealis		CFBP 2541					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN03246830	96.08	1.71
GCF_021903335.1	ASM2190333v1	Xanthomonas translucens pv. cerealis		CFBP 2541					GCF_021903335.1-RS_2024_05_06	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN03246830	96.08	1.71
GCA_030168935.1	ASM3016893v1	Xanthomonas translucens pv. graminis		ART-Xtg9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-06-05		1							PacBio Sequel	SAMN19467922	91.17	2.53
GCF_030168935.1	ASM3016893v1	Xanthomonas translucens pv. graminis		ART-Xtg9					GCF_030168935.1-RS_2024_05_12	Complete Genome	2023-06-05		1							PacBio Sequel	SAMN19467922	91.17	2.53
GCA_030168955.1	ASM3016895v1	Xanthomonas translucens pv. graminis		ART-Xtg2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-06-05		1							PacBio Sequel	SAMN19467921	91.68	2.53
GCF_030168955.1	ASM3016895v1	Xanthomonas translucens pv. graminis		ART-Xtg2					GCF_030168955.1-RS_2024_05_12	Complete Genome	2023-06-05		1							PacBio Sequel	SAMN19467921	91.68	2.53
GCA_021903375.1	ASM2190337v1	Xanthomonas translucens pv. graminis		LMG 726					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN18876882	91.3	2.53
GCF_021903375.1	ASM2190337v1	Xanthomonas translucens pv. graminis		LMG 726					GCF_021903375.1-RS_2024_05_12	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN18876882	91.3	2.53
GCA_030168975.1	ASM3016897v1	Xanthomonas translucens pv. graminis		ART-Xtg29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-06-05		1							PacBio Sequel	SAMN19467920	91.93	2.53
GCF_030168975.1	ASM3016897v1	Xanthomonas translucens pv. graminis		ART-Xtg29					GCF_030168975.1-RS_2024_05_12	Complete Genome	2023-06-05		1							PacBio Sequel	SAMN19467920	91.93	2.53
GCA_030168915.1	ASM3016891v1	Xanthomonas translucens pv. graminis		NCPPB 3711					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-06-05		2							PacBio Sequel	SAMN19021786	95.44	2.34
GCF_030168915.1	ASM3016891v1	Xanthomonas translucens pv. graminis		NCPPB 3711					GCF_030168915.1-RS_2024_05_12	Complete Genome	2023-06-05		2							PacBio Sequel	SAMN19021786	95.44	2.34
GCA_021919185.1	ASM2191918v1	Xanthomonas translucens pv. phleipratensis		LMG 843					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN18876900	95.87	1.74
GCF_021919185.1	ASM2191918v1	Xanthomonas translucens pv. phleipratensis		LMG 843					GCF_021919185.1-RS_2024_05_06	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN18876900	95.87	1.74
GCA_021919285.1	ASM2191928v1	Xanthomonas translucens pv. arrhenatheri		LMG 727					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN19468000	96.09	1.87
GCF_021919285.1	ASM2191928v1	Xanthomonas translucens pv. arrhenatheri		LMG 727					GCF_021919285.1-RS_2024_05_06	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN19468000	96.09	1.87
GCA_021903515.1	ASM2190351v1	Xanthomonas translucens pv. poae		LMG 728					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN19467923	96.14	1.72
GCF_021903515.1	ASM2190351v1	Xanthomonas translucens pv. poae		LMG 728					GCF_021903515.1-RS_2024_05_12	Complete Genome	2022-02-03		1							PacBio Sequel	SAMN19467923	96.14	1.72
