Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	CheckM completeness	CheckM contamination
GCF_014795395.1	ASM1479539v1	Xanthomonas citri pv. citri		JP669					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGO01								Illumina HiSeq4000		
GCA_014795775.1	ASM1479577v1	Xanthomonas citri pv. citri		JP727					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFU01								Illumina HiSeq4000		
GCF_014795775.1	ASM1479577v1	Xanthomonas citri pv. citri		JP727					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFU01								Illumina HiSeq4000		
GCA_014795955.1	ASM1479595v1	Xanthomonas citri pv. citri		LN005-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFL01								Illumina HiSeq4000		
GCF_014795955.1	ASM1479595v1	Xanthomonas citri pv. citri		LN005-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFL01								Illumina HiSeq4000		
GCA_014796015.1	ASM1479601v1	Xanthomonas citri pv. citri		LH240					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFI01								Illumina HiSeq4000		
GCF_014796015.1	ASM1479601v1	Xanthomonas citri pv. citri		LH240					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFI01								Illumina HiSeq4000		
GCA_014796145.1	ASM1479614v1	Xanthomonas citri pv. citri		LN007-09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFB01								Illumina HiSeq4000		
GCF_014796145.1	ASM1479614v1	Xanthomonas citri pv. citri		LN007-09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFB01								Illumina HiSeq4000		
GCA_014796155.1	ASM1479615v1	Xanthomonas citri pv. citri		LN007-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFA01								Illumina HiSeq4000		
GCF_014796155.1	ASM1479615v1	Xanthomonas citri pv. citri		LN007-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFA01								Illumina HiSeq4000		
GCA_014796195.1	ASM1479619v1	Xanthomonas citri pv. citri		LN007-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEZ01								Illumina HiSeq4000		
GCF_014796195.1	ASM1479619v1	Xanthomonas citri pv. citri		LN007-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEZ01								Illumina HiSeq4000		
GCA_014796525.1	ASM1479652v1	Xanthomonas citri pv. citri		LM121-41					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEG01								Illumina HiSeq4000		
GCF_014796525.1	ASM1479652v1	Xanthomonas citri pv. citri		LM121-41					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEG01								Illumina HiSeq4000		
GCA_014796545.1	ASM1479654v1	Xanthomonas citri pv. citri		LM121-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEH01								Illumina HiSeq4000		
GCF_014796545.1	ASM1479654v1	Xanthomonas citri pv. citri		LM121-42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEH01								Illumina HiSeq4000		
GCA_014796805.1	ASM1479680v1	Xanthomonas citri pv. citri		LM121-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEE01								Illumina HiSeq4000		
GCF_014796805.1	ASM1479680v1	Xanthomonas citri pv. citri		LM121-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEE01								Illumina HiSeq4000		
GCA_014796915.1	ASM1479691v1	Xanthomonas citri pv. citri		LL082-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDW01								Illumina HiSeq4000		
GCF_014796915.1	ASM1479691v1	Xanthomonas citri pv. citri		LL082-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDW01								Illumina HiSeq4000		
GCA_014797245.1	ASM1479724v1	Xanthomonas citri pv. citri		LI214-09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDD01								Illumina HiSeq4000		
GCF_014797245.1	ASM1479724v1	Xanthomonas citri pv. citri		LI214-09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDD01								Illumina HiSeq4000		
GCA_014797935.1	ASM1479793v1	Xanthomonas citri pv. citri		LP036-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBS01								Illumina HiSeq4000		
GCF_014797935.1	ASM1479793v1	Xanthomonas citri pv. citri		LP036-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBS01								Illumina HiSeq4000		
GCA_014798005.1	ASM1479800v1	Xanthomonas citri pv. citri		LP033-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBP01								Illumina HiSeq4000		
GCF_014798005.1	ASM1479800v1	Xanthomonas citri pv. citri		LP033-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBP01								Illumina HiSeq4000		
GCA_014798035.1	ASM1479803v1	Xanthomonas citri pv. citri		LP032-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBO01								Illumina HiSeq4000		
GCF_014798035.1	ASM1479803v1	Xanthomonas citri pv. citri		LP032-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBO01								Illumina HiSeq4000		
GCA_014798085.1	ASM1479808v1	Xanthomonas citri pv. citri		LP031-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBN01								Illumina HiSeq4000		
GCF_014798085.1	ASM1479808v1	Xanthomonas citri pv. citri		LP031-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBN01								Illumina HiSeq4000		
GCA_014798105.1	ASM1479810v1	Xanthomonas citri pv. citri		LP030-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBM01								Illumina HiSeq4000		
GCF_014798105.1	ASM1479810v1	Xanthomonas citri pv. citri		LP030-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBM01								Illumina HiSeq4000		
GCA_034547195.1	ASM3454719v1	Xanthomonas citri pv. citri		FL9170						Scaffold	2023-12-22	JAWXLY01	3							Complete Genomics		
GCA_014795985.1	ASM1479598v1	Xanthomonas citri pv. citri		LN005-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFK01								Illumina HiSeq4000		
GCF_014795985.1	ASM1479598v1	Xanthomonas citri pv. citri		LN005-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFK01								Illumina HiSeq4000		
GCA_014797285.1	ASM1479728v1	Xanthomonas citri pv. citri		LI214-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDC01								Illumina HiSeq4000		
GCF_014797285.1	ASM1479728v1	Xanthomonas citri pv. citri		LI214-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDC01								Illumina HiSeq4000		
GCA_014797715.1	ASM1479771v1	Xanthomonas citri pv. citri		LM057-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCF01								Illumina HiSeq4000		
GCF_014797715.1	ASM1479771v1	Xanthomonas citri pv. citri		LM057-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCF01								Illumina HiSeq4000		
GCA_014797755.1	ASM1479775v1	Xanthomonas citri pv. citri		LM054-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCD01								Illumina HiSeq4000		
GCF_014797755.1	ASM1479775v1	Xanthomonas citri pv. citri		LM054-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCD01								Illumina HiSeq4000		
GCA_014797835.1	ASM1479783v1	Xanthomonas citri pv. citri		LM054-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCC01								Illumina HiSeq4000		
GCF_014797835.1	ASM1479783v1	Xanthomonas citri pv. citri		LM054-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCC01								Illumina HiSeq4000		
GCA_014797855.1	ASM1479785v1	Xanthomonas citri pv. citri		LM053-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCA01								Illumina HiSeq4000		
GCF_014797855.1	ASM1479785v1	Xanthomonas citri pv. citri		LM053-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCA01								Illumina HiSeq4000		
GCA_014798415.1	ASM1479841v1	Xanthomonas citri pv. citri		LK142-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAN01								Illumina HiSeq4000		
GCF_014798415.1	ASM1479841v1	Xanthomonas citri pv. citri		LK142-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAN01								Illumina HiSeq4000		
GCA_014798735.1	ASM1479873v1	Xanthomonas citri pv. citri		LK130-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZV01								Illumina HiSeq4000		
GCF_014798735.1	ASM1479873v1	Xanthomonas citri pv. citri		LK130-06					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZV01								Illumina HiSeq4000		
GCA_014798925.1	ASM1479892v1	Xanthomonas citri pv. citri		LK129-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZJ01								Illumina HiSeq4000		
GCF_014798925.1	ASM1479892v1	Xanthomonas citri pv. citri		LK129-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZJ01								Illumina HiSeq4000		
GCA_014798965.1	ASM1479896v1	Xanthomonas citri pv. citri		LK128-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZI01								Illumina HiSeq4000		
GCF_014798965.1	ASM1479896v1	Xanthomonas citri pv. citri		LK128-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZI01								Illumina HiSeq4000		
GCA_014794485.1	ASM1479448v1	Xanthomonas citri pv. citri		LM096-09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIM01								Illumina HiSeq4000		
GCF_014794485.1	ASM1479448v1	Xanthomonas citri pv. citri		LM096-09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIM01								Illumina HiSeq4000		
GCA_014797735.1	ASM1479773v1	Xanthomonas citri pv. citri		LM057-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCH01								Illumina HiSeq4000		
GCF_014797735.1	ASM1479773v1	Xanthomonas citri pv. citri		LM057-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCH01								Illumina HiSeq4000		
GCA_014798825.1	ASM1479882v1	Xanthomonas citri pv. citri		LK148-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZQ01								Illumina HiSeq4000		
GCF_014798825.1	ASM1479882v1	Xanthomonas citri pv. citri		LK148-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZQ01								Illumina HiSeq4000		
GCA_014798885.1	ASM1479888v1	Xanthomonas citri pv. citri		LK145-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZN01								Illumina HiSeq4000		
GCF_014798885.1	ASM1479888v1	Xanthomonas citri pv. citri		LK145-07					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZN01								Illumina HiSeq4000		
GCA_014794505.1	ASM1479450v1	Xanthomonas citri pv. citri		LM096-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIK01								Illumina HiSeq4000		
GCF_014794505.1	ASM1479450v1	Xanthomonas citri pv. citri		LM096-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABIK01								Illumina HiSeq4000		
GCA_014795135.1	ASM1479513v1	Xanthomonas citri pv. citri		JS503-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHC01								Illumina HiSeq4000		
GCF_014795135.1	ASM1479513v1	Xanthomonas citri pv. citri		JS503-05					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHC01								Illumina HiSeq4000		
GCA_014795145.1	ASM1479514v1	Xanthomonas citri pv. citri		JS536-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHD01								Illumina HiSeq4000		
GCF_014795145.1	ASM1479514v1	Xanthomonas citri pv. citri		JS536-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHD01								Illumina HiSeq4000		
GCA_014795185.1	ASM1479518v1	Xanthomonas citri pv. citri		JS502-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHB01								Illumina HiSeq4000		
GCF_014795185.1	ASM1479518v1	Xanthomonas citri pv. citri		JS502-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHB01								Illumina HiSeq4000		
GCA_014797805.1	ASM1479780v1	Xanthomonas citri pv. citri		JK169					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBY01								Illumina HiSeq4000		
GCF_014797805.1	ASM1479780v1	Xanthomonas citri pv. citri		JK169					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBY01								Illumina HiSeq4000		
GCA_014797965.1	ASM1479796v1	Xanthomonas citri pv. citri		JJ009-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBT01								Illumina HiSeq4000		
GCF_014797965.1	ASM1479796v1	Xanthomonas citri pv. citri		JJ009-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABBT01								Illumina HiSeq4000		
GCA_014798625.1	ASM1479862v1	Xanthomonas citri pv. citri		LK135-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAD01								Illumina HiSeq4000		
GCF_014798625.1	ASM1479862v1	Xanthomonas citri pv. citri		LK135-03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABAD01								Illumina HiSeq4000		
GCA_014797605.1	ASM1479760v1	Xanthomonas citri pv. citri		LM070					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCJ01								Illumina HiSeq4000		
GCF_014797605.1	ASM1479760v1	Xanthomonas citri pv. citri		LM070					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABCJ01								Illumina HiSeq4000		
GCA_014794995.1	ASM1479499v1	Xanthomonas citri pv. citri		LL102-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHK01								Illumina HiSeq4000		
GCF_014794995.1	ASM1479499v1	Xanthomonas citri pv. citri		LL102-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHK01								Illumina HiSeq4000		
GCA_014795245.1	ASM1479524v1	Xanthomonas citri pv. citri		LL095-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGW01								Illumina HiSeq4000		
GCF_014795245.1	ASM1479524v1	Xanthomonas citri pv. citri		LL095-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGW01								Illumina HiSeq4000		
GCA_014795825.1	ASM1479582v1	Xanthomonas citri pv. citri		JP608					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFS01								Illumina HiSeq4000		
GCF_014795825.1	ASM1479582v1	Xanthomonas citri pv. citri		JP608					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFS01								Illumina HiSeq4000		
GCA_014796055.1	ASM1479605v1	Xanthomonas citri pv. citri		LL174-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFF01								Illumina HiSeq4000		
GCF_014796055.1	ASM1479605v1	Xanthomonas citri pv. citri		LL174-04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFF01								Illumina HiSeq4000		
GCA_014798905.1	ASM1479890v1	Xanthomonas citri pv. citri		LK144-08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZM01								Illumina HiSeq4000		
GCF_014798905.1	ASM1479890v1	Xanthomonas citri pv. citri		LK144-08					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAAAZM01								Illumina HiSeq4000		
GCA_014794765.1	ASM1479476v1	Xanthomonas citri pv. citri		JJ010-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHW01								Illumina HiSeq4000		
GCF_014794765.1	ASM1479476v1	Xanthomonas citri pv. citri		JJ010-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHW01								Illumina HiSeq4000		
GCA_014795005.1	ASM1479500v1	Xanthomonas citri pv. citri		LL096-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHJ01								Illumina HiSeq4000		
GCF_014795005.1	ASM1479500v1	Xanthomonas citri pv. citri		LL096-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHJ01								Illumina HiSeq4000		
GCA_034547875.1	ASM3454787v1	Xanthomonas citri pv. citri		FL7926						Scaffold	2023-12-22	JAWXKR01	4							Complete Genomics		
GCA_034545795.1	ASM3454579v1	Xanthomonas citri pv. citri		FL9794						Scaffold	2023-12-22	JAWXON01	3							Complete Genomics		
GCA_034545975.1	ASM3454597v1	Xanthomonas citri pv. citri		FL9769						Scaffold	2023-12-22	JAWXOE01	3							Complete Genomics		
GCA_034548655.1	ASM3454865v1	Xanthomonas citri pv. citri		FL7492						Scaffold	2023-12-22	JAWXJG01	3							Complete Genomics		
GCA_034549875.1	ASM3454987v1	Xanthomonas citri pv. citri		FL3152						Scaffold	2023-12-22	JAWXGT01	3							Complete Genomics		
GCA_034550615.1	ASM3455061v1	Xanthomonas citri pv. citri		FL1860						Scaffold	2023-12-22	JAWXFH01	3							Complete Genomics		
GCA_034551175.1	ASM3455117v1	Xanthomonas citri pv. citri		FL10217						Scaffold	2023-12-22	JAWXEG01	3							Complete Genomics		
GCA_034551275.1	ASM3455127v1	Xanthomonas citri pv. citri		FL10079						Scaffold	2023-12-22	JAWXEA01	3							Complete Genomics		
GCA_034551455.1	ASM3455145v1	Xanthomonas citri pv. citri		FL10000						Scaffold	2023-12-22	JAWXDQ01	3							Complete Genomics		
GCA_014795315.1	ASM1479531v1	Xanthomonas citri pv. citri		LL115-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGT01								Illumina HiSeq4000		
GCF_014795315.1	ASM1479531v1	Xanthomonas citri pv. citri		LL115-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGT01								Illumina HiSeq4000		
GCA_014795355.1	ASM1479535v1	Xanthomonas citri pv. citri		LL115-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGS01								Illumina HiSeq4000		
GCF_014795355.1	ASM1479535v1	Xanthomonas citri pv. citri		LL115-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGS01								Illumina HiSeq4000		
GCA_014795285.1	ASM1479528v1	Xanthomonas citri pv. citri		LL164-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGV01								Illumina HiSeq4000		
GCF_014795285.1	ASM1479528v1	Xanthomonas citri pv. citri		LL164-02					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGV01								Illumina HiSeq4000		
GCA_014795865.1	ASM1479586v1	Xanthomonas citri pv. citri		LM358-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFP01								Illumina HiSeq4000		
GCF_014795865.1	ASM1479586v1	Xanthomonas citri pv. citri		LM358-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABFP01								Illumina HiSeq4000		
GCA_014795025.1	ASM1479502v1	Xanthomonas citri pv. citri		LL096-09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHI01								Illumina HiSeq4000		
GCF_014795025.1	ASM1479502v1	Xanthomonas citri pv. citri		LL096-09					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHI01								Illumina HiSeq4000		
GCA_014795195.1	ASM1479519v1	Xanthomonas citri pv. citri		LL100-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHA01								Illumina HiSeq4000		
GCF_014795195.1	ASM1479519v1	Xanthomonas citri pv. citri		LL100-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABHA01								Illumina HiSeq4000		
GCA_014795205.1	ASM1479520v1	Xanthomonas citri pv. citri		LL095-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGY01								Illumina HiSeq4000		
GCF_014795205.1	ASM1479520v1	Xanthomonas citri pv. citri		LL095-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABGY01								Illumina HiSeq4000		
GCA_014796595.1	ASM1479659v1	Xanthomonas citri pv. citri		LM121-31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEF01								Illumina HiSeq4000		
GCF_014796595.1	ASM1479659v1	Xanthomonas citri pv. citri		LM121-31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABEF01								Illumina HiSeq4000		
GCA_014796855.1	ASM1479685v1	Xanthomonas citri pv. citri		LL087-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDZ01								Illumina HiSeq4000		
GCF_014796855.1	ASM1479685v1	Xanthomonas citri pv. citri		LL087-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDZ01								Illumina HiSeq4000		
GCA_014796875.1	ASM1479687v1	Xanthomonas citri pv. citri		LL082-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDY01								Illumina HiSeq4000		
GCF_014796875.1	ASM1479687v1	Xanthomonas citri pv. citri		LL082-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDY01								Illumina HiSeq4000		
GCA_014796975.1	ASM1479697v1	Xanthomonas citri pv. citri		LL082-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-29	JAABDT01								Illumina HiSeq4000		
